Lemma,SFI Rank,SFI,Adjusted Frequency per Million (U),意味,例文,,
executive,1059,59.31,85,(名詞/形容詞) 幹部、重役の。,He is a business **executive**.,,
chair,1060,59.31,85,(名詞) 椅子、議長。,Please sit on the **chair**.,,
expensive,1061,59.31,85,(形容詞) 高価な。,This car is very **expensive**.,,
sample,1062,59.3,85,(名詞/動詞) サンプル、試食する。,Can I have a **sample**?,,
sex,1063,59.3,85,(名詞) 性別。,What is your **sex**?,,
deliver,1064,59.29,85,(動詞) 配達する、述べる。,They will **deliver** the package tomorrow.,,
video,1065,59.29,85,(名詞) ビデオ。,Let's watch a **video**.,,
connection,1066,59.29,85,(名詞) 接続、関連。,Is there a good internet **connection**?,,
primary,1067,59.28,85,(形容詞) 主要な、第一の。,Education is our **primary** goal.,,
weather,1068,59.27,85,(名詞) 天気。,What's the **weather** like today?,,
collect,1069,59.27,84,(動詞) 集める。,I like to **collect** stamps.,,
inform,1070,59.25,84,(動詞) 知らせる。,Please **inform** me of any changes.,,
principle,1071,59.25,84,(名詞) 原理、原則。,It's against my **principles**.,,
straight,1072,59.24,84,(形容詞/副詞) まっすぐな、まっすぐに。,Go straight ahead.,,
appeal,1073,59.24,84,(動詞/名詞) 訴える、魅力。,The idea doesn't **appeal** to me.,,
highly,1074,59.24,84,(副詞) 非常に、高く。,He is **highly** respected.,,
trust,1075,59.24,84,(名詞/動詞) 信頼、信頼する。,I **trust** him completely.,,
wonderful,1076,59.23,84,(形容詞) 素晴らしい。,It was a **wonderful** day.,,
flat,1077,59.23,84,(形容詞/名詞) 平らな、アパート。,The road is **flat**.,,
absolutely,1078,59.22,84,(副詞) 絶対に。,**Absolutely** not!,,
flow,1079,59.22,84,(動詞/名詞) 流れる、流れ。,The river **flows** into the sea.,,
fair,1080,59.22,84,(形容詞/副詞) 公平な、かなりの、きれいに。,It's a **fair** price.,,
additional,1081,59.21,83,(形容詞) 追加の。,We need **additional** information.,,
responsible,1082,59.21,83,(形容詞) 責任がある。,You are **responsible** for your actions.,,
farm,1083,59.2,83,(名詞) 農場。,He works on a **farm**.,,
collection,1084,59.2,83,(名詞) コレクション、収集。,He has a large stamp **collection**.,,
hang,1085,59.19,83,(動詞) 掛ける、ぶら下がる。,Please **hang** your coat here.,,
negative,1086,59.18,83,(形容詞) 否定的な、マイナスの。,Don't have **negative** thoughts.,,
band,1087,59.18,83,(名詞) バンド、帯。,I like this music **band**.,,
relative,1088,59.17,83,(形容詞/名詞) 相対的な、親戚。,He is a distant **relative**.,,
tour,1089,59.17,83,(名詞/動詞) 旅行、ツアーする。,We went on a guided **tour**.,,
alternative,1090,59.17,83,(名詞/形容詞) 代替、代替の。,Is there an **alternative** solution?,,
software,1091,59.17,83,(名詞) ソフトウェア。,I need to install new **software**.,,
pair,1092,59.16,82,(名詞) 一対、ペア。,I bought a new **pair** of shoes.,,
ship,1093,59.16,82,(名詞/動詞) 船、送る。,The **ship** sailed across the ocean.,,
attitude,1094,59.14,82,(名詞) 態度。,She has a positive **attitude**.,,
cheap,1095,59.14,82,(形容詞) 安い。,This car is very **cheap**.,,
double,1096,59.14,82,(形容詞/動詞) 2倍の、2倍にする。,I ordered a **double** espresso.,,
leg,1097,59.13,82,(名詞) 脚。,My **leg** hurts.,,
observe,1098,59.13,82,(動詞) 観察する。,I like to **observe** people.,,
sentence,1099,59.13,82,(名詞/動詞) 文、判決、判決を下す。,Please write a **sentence**.,,
print,1100,59.12,82,(動詞) 印刷する。,Can you **print** this document?,,
progress,1101,59.12,82,(名詞/動詞) 進歩、進む。,We are making good **progress**.,,
truth,1102,59.11,82,(名詞) 真実。,Tell me the **truth**.,,
nobody,1103,59.11,82,(代名詞) 誰も～ない。,**Nobody** knows the answer.,,
examine,1104,59.1,81,(動詞) 検査する、調べる。,The doctor will **examine** you.,,
lay,1105,59.1,81,(動詞) 横たえる、置く。,Please **lay** the baby down.,,
speed,1106,59.09,81,(名詞) 速度。,The car was driving at high **speed**.,,
politics,1107,59.09,81,(名詞) 政治。,He is interested in **politics**.,,
reply,1108,59.08,81,(動詞/名詞) 返信する、返事。,Please **reply** to my email.,,
display,1109,59.08,81,(名詞/動詞) ディスプレイ、表示する。,The shop window has a beautiful **display**.,,
transfer,1110,59.08,81,(動詞/名詞) 転送する、転勤。,Please **transfer** the money.,,
perfect,1111,59.07,81,(形容詞) 完璧な。,Nobody is **perfect**.,,
slightly,1112,59.07,81,(副詞) わずかに、少し。,I'm **slightly** tired.,,
overall,1113,59.07,81,(形容詞/副詞) 全体的な、全体的に。,The **overall** impression was good.,,
intend,1114,59.06,80,(動詞) 意図する。,I didn't **intend** to hurt you.,,
user,1115,59.05,80,(名詞) 利用者、ユーザー。,This software is very user-friendly.,,
respond,1116,59.05,80,(動詞) 返答する、反応する。,Please **respond** to my question.,,
dinner,1117,59.04,80,(名詞) 夕食。,Let's have **dinner** together.,,
slow,1118,59.04,80,(形容詞/動詞) 遅い、遅くする。,Please drive **slowly**.,,
regular,1119,59.04,80,(形容詞) 定期的な、普通の。,I'm a **regular** customer.,,
physical,1120,59.04,80,(形容詞) 身体の、物理的な。,He has good **physical** health.,,
apart,1121,59.02,80,(副詞) 離れて。,The two houses are far **apart**.,,
suit,1122,59.01,80,(名詞/動詞) スーツ、適する。,He wore a dark **suit**.,,
federal,1123,59.01,80,(形容詞) 連邦の。,The **federal** government.,,
reveal,1124,59.01,80,(動詞) 明らかにする。,He **revealed** the truth.,,
percentage,1125,59,79,(名詞) パーセンテージ。,A small **percentage** of the population.,,
peace,1126,58.99,79,(名詞) 平和。,We need world **peace**.,,
status,1127,58.99,79,(名詞) 地位、状況。,What's the **status** of your application?,,
crime,1128,58.98,79,(名詞) 犯罪。,He committed a **crime**.,,
decline,1129,58.97,79,(動詞/名詞) 減少する、衰退、辞退。,Sales have been in **decline**.,,
decade,1130,58.97,79,(名詞) 10年間。,The last **decade** has seen many changes.,,
launch,1131,58.97,79,(動詞/名詞) 打ち上げる、開始する、発売。,They will **launch** a new product.,,
warn,1132,58.96,79,(動詞) 警告する。,I **warned** him about the danger.,,
consumer,1133,58.96,79,(名詞) 消費者。,**Consumer** spending increased.,,
favor,1134,58.96,79,(名詞/動詞) 好意、支持、好意を示す。,Can you do me a **favor**?,,
dry,1135,58.95,78,(形容詞/動詞) 乾いた、乾かす。,The clothes are **dry**.,,
partner,1136,58.95,78,(名詞) パートナー、相棒。,He is my business **partner**.,,
institution,1137,58.95,78,(名詞) 機関、施設。,He works at a financial **institution**.,,
spot,1138,58.94,78,(名詞/動詞) 地点、斑点、見つける。,I saw a red **spot** on the wall.,,
horse,1139,58.94,78,(名詞) 馬。,I like riding **horses**.,,
eventually,1140,58.93,78,(副詞) 結局、最終的に。,He will **eventually** succeed.,,
heat,1141,58.93,78,(名詞/動詞) 熱、温める。,The **heat** is intense.,,
excite,1142,58.92,78,(動詞) 興奮させる。,The news **excited** everyone.,,
reader,1143,58.92,78,(名詞) 読者。,This book is for young **readers**.,,
importance,1144,58.91,78,(名詞) 重要性。,The **importance** of education.,,
distance,1145,58.9,78,(名詞) 距離。,What's the **distance** to the station?,,
guide,1146,58.9,78,(名詞/動詞) ガイド、案内する。,He is a tour **guide**.,,
grant,1147,58.9,78,(動詞/名詞) 与える、許可、助成金。,They were **granted** permission.,,
taxi,1148,58.89,77,(名詞) タクシー。,Let's take a **taxi**.,,
feed,1149,58.89,77,(動詞) 食べ物を与える、養う。,Please **feed** the cat.,,
pain,1150,58.89,77,(名詞) 痛み。,I have a headache and a lot of **pain**.,,
sector,1151,58.87,77,(名詞) 部門、分野。,He works in the public **sector**.,,
mistake,1152,58.87,77,(名詞) 間違い。,It was a big **mistake**.,,
ensure,1153,58.86,77,(動詞) 確実にする。,Please **ensure** all details are correct.,,
satisfy,1154,58.85,77,(動詞) 満足させる。,I hope to **satisfy** your needs.,,
chief,1155,58.85,77,(形容詞/名詞) 主要な、長官。,He is the **chief** of police.,,
cool,1156,58.85,77,(形容詞/動詞) 涼しい、かっこいい、冷ます。,It's a **cool** day today.,,
expert,1157,58.84,77,(名詞/形容詞) 専門家、専門的な。,He is an **expert** in physics.,,
wave,1158,58.84,77,(名詞/動詞) 波、手を振る。,I saw a big **wave**.,,
south,1159,58.84,77,(名詞/形容詞) 南、南の。,We live in the **south** of France.,,
labor,1160,58.83,76,(名詞/動詞) 労働、骨折り、陣痛。,Manual **labor** is hard work.,,
surface,1161,58.83,76,(名詞) 表面。,The **surface** of the table is smooth.,,
library,1162,58.82,76,(名詞) 図書館。,I often go to the **library**.,,
excellent,1163,58.81,76,(形容詞) 素晴らしい。,Your work is **excellent**!,,
edge,1164,58.81,76,(名詞) 端、縁。,Be careful, it's on the **edge** of the table.,
camp,1165,58.81,76,(名詞/動詞) キャンプ、キャンプする。,Let's go **camping** this weekend.,,
audience,1166,58.8,76,(名詞) 聴衆、観客。,The **audience** applauded loudly.,,
lift,1167,58.8,76,(動詞/名詞) 持ち上げる、昇降機。,Can you **lift** this heavy box?,,
procedure,1168,58.79,76,(名詞) 手順、手続き。,Follow the correct **procedure**.,,
email,1169,58.79,76,(名詞/動詞) メール、メールを送る。,I sent you an **email**.,,
global,1170,58.79,76,(形容詞) 世界的な。,**Global** warming is a serious issue.,,
struggle,1171,58.79,76,(名詞/動詞) 苦闘、奮闘する。,He is **struggling** with his homework.,,
advertise,1172,58.77,75,(動詞) 広告する。,They need to **advertise** their new product.,,
select,1173,58.76,75,(動詞) 選ぶ。,Please **select** your answer.,,
surround,1174,58.75,75,(動詞) 囲む。,The house is **surrounded** by trees.,,
extent,1175,58.74,75,(名詞) 程度、範囲。,To what **extent** do you agree?,,
river,1176,58.73,75,(名詞) 川。,The **river** flows through the city.,,
annual,1177,58.73,75,(形容詞) 年間の、毎年の。,We have an **annual** meeting.,,
fully,1178,58.73,75,(副詞) 完全に。,I **fully** understand.,,
contrast,1179,58.72,75,(名詞/動詞) 対比、対比させる。,In **contrast** to his brother, he is very quiet.,
roll,1180,58.71,74,(動詞/名詞) 転がる、巻く、パン。,The ball **rolled** down the hill.,,
reality,1181,58.71,74,(名詞) 現実。,This is the harsh **reality**.,,
photograph,1182,58.7,74,(名詞/動詞) 写真、写真を撮る。,Can you take a **photograph**?,,
artist,1183,58.69,74,(名詞) 芸術家、アーティスト。,He is a talented **artist**.,,
conflict,1184,58.69,74,(名詞/動詞) 衝突、対立する。,There was a **conflict** between the two groups.,,
entire,1185,58.69,74,(形容詞) 全体の。,I read the **entire** book.,,
presence,1186,58.69,74,(名詞) 存在、出席。,Your **presence** is important.,,
crowd,1187,58.69,74,(名詞/動詞) 群衆、群がる。,The **crowd** cheered loudly.,,
corner,1188,58.69,74,(名詞) 角、隅。,The shop is on the **corner**.,,
gas,1189,58.69,74,(名詞) ガス、ガソリン。,I need to fill up the **gas** tank.,,
shift,1190,58.68,74,(動詞/名詞) 移す、変化、交代勤務。,The wind **shifted** direction.,,
net,1191,58.68,74,(名詞/形容詞) 網、ネット、純粋な。,I caught a fish with a **net**.,,
category,1192,58.68,74,(名詞) カテゴリー、部門。,Which **category** does this belong to?,,
secretary,1193,58.68,74,(名詞) 秘書、長官。,She works as a **secretary**.,,
defense,1194,58.68,74,(名詞) 防衛。,The country has a strong **defense**.,,
quick,1195,58.67,74,(形容詞/副詞) 速い、速く。,Be **quick**!,,
cook,1196,58.67,74,(動詞/名詞) 料理する、料理人。,I like to **cook**.,,
spread,1197,58.66,73,(動詞/名詞) 広がる、広める。,The news **spread** quickly.,,
nuclear,1198,58.66,73,(形容詞) 核の。,**Nuclear** energy is controversial.,,
scale,1199,58.66,73,(名詞/動詞) 規模、尺度、測る。,The problem is on a global **scale**.,,
driver,1200,58.66,73,(名詞) 運転手。,He is a good **driver**.,,
ball,1201,58.65,73,(名詞) ボール、球。,Let's play with a **ball**.,,
cry,1202,58.64,73,(動詞/名詞) 泣く、叫ぶ、叫び声。,The baby started to **cry**.,,
introduction,1203,58.63,73,(名詞) 紹介、導入。,I gave a brief **introduction**.,,
requirement,1204,58.63,73,(名詞) 必要条件。,What are the **requirements** for this job?,,
north,1205,58.62,73,(名詞/形容詞) 北、北の。,We live in the **north** of the country.,,
confirm,1206,58.62,73,(動詞) 確認する。,Please **confirm** your reservation.,,
senior,1207,58.6,72,(形容詞/名詞) 年上の、上級の、高齢者。,He is a **senior** manager.,,
photo,1208,58.59,72,(名詞) 写真。,I took a nice **photo**.,,
refuse,1209,58.59,72,(動詞) 拒否する。,He **refused** to answer.,,
transport,1210,58.58,72,(動詞/名詞) 輸送する、輸送。,Public **transport** is convenient.,,
emerge,1211,58.58,72,(動詞) 現れる。,The truth **emerged** slowly.,,
map,1212,58.58,72,(名詞) 地図。,Can you show me on the **map**?,,
concept,1213,58.58,72,(名詞) 概念。,It's a difficult **concept** to grasp.,,
island,1214,58.57,72,(名詞) 島。,Japan is an **island** country.,,
reform,1215,58.57,72,(名詞/動詞) 改革、改革する。,They are planning a major **reform**.,,
neither,1216,58.57,72,(副詞/接続詞) どちらも～ない。,**Neither** of them is right.,,
football,1217,58.56,72,(名詞) サッカー、アメリカンフットボール。,I love playing **football**.,,
survive,1218,58.56,72,(動詞) 生き残る。,He managed to **survive** the accident.,,
flight,1219,58.55,72,(名詞) 飛行、便。,My **flight** was delayed.,,
